Language,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
1,116,101,110,115,97,98,97,115,0,0,0,0,0,0,0,0,0,0,0,0
1,100,101,115,110,97,116,117,114,97,108,105,122,97,114,97,110,0,0,0,0
1,100,101,115,109,101,110,117,122,97,100,111,0,0,0,0,0,0,0,0,0
1,100,101,112,117,114,97,109,111,115,0,0,0,0,0,0,0,0,0,0,0
1,116,97,98,105,99,97,114,233,105,115,0,0,0,0,0,0,0,0,0,0
1,101,101,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109,111,114,100,105,115,113,117,101,97,114,237,97,115,0,0,0,0,0,0
1,112,101,114,102,101,99,99,105,111,110,97,114,97,0,0,0,0,0,0,0
1,99,114,105,116,105,99,97,114,237,97,0,0,0,0,0,0,0,0,0,0
1,98,101,114,103,97,110,116,237,110,0,0,0,0,0,0,0,0,0,0,0
1,101,109,112,101,114,99,104,101,0,0,0,0,0,0,0,0,0,0,0,0
1,101,110,115,111,109,98,114,101,99,101,0,0,0,0,0,0,0,0,0,0
1,104,105,112,111,116,101,99,97,110,0,0,0,0,0,0,0,0,0,0,0
1,116,97,99,111,110,101,97,114,97,105,115,0,0,0,0,0,0,0,0,0
1,114,101,101,108,97,98,111,114,97,114,237,97,110,0,0,0,0,0,0,0
1,101,109,98,97,114,97,122,111,115,111,115,0,0,0,0,0,0,0,0,0
1,109,101,100,105,99,97,114,237,97,110,0,0,0,0,0,0,0,0,0,0
1,115,117,99,101,100,105,101,114,97,115,0,0,0,0,0,0,0,0,0,0
1,101,109,112,101,111,114,97,114,233,105,115,0,0,0,0,0,0,0,0,0
1,111,100,105,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,97,110,106,101,97,110,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,104,97,114,108,97,116,97,110,97,0,0,0,0,0,0,0,0,0,0
1,105,110,118,101,110,116,97,114,105,233,0,0,0,0,0,0,0,0,0,0
1,114,97,115,112,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,111,108,111,99,97,98,97,105,115,0,0,0,0,0,0,0,0,0,0
1,110,111,99,116,225,109,98,117,108,97,115,0,0,0,0,0,0,0,0,0
1,97,115,105,114,101,109,111,115,0,0,0,0,0,0,0,0,0,0,0,0
1,105,110,102,117,115,111,114,105,97,0,0,0,0,0,0,0,0,0,0,0
1,100,101,115,99,117,105,100,101,115,0,0,0,0,0,0,0,0,0,0,0
1,112,114,111,99,108,97,109,97,100,111,0,0,0,0,0,0,0,0,0,0
1,109,105,115,225,110,116,114,111,112,97,115,0,0,0,0,0,0,0,0,0
1,105,110,115,97,110,105,97,115,0,0,0,0,0,0,0,0,0,0,0,0
1,101,115,116,105,114,112,225,114,97,109,111,115,0,0,0,0,0,0,0,0
1,97,103,114,105,101,116,97,114,225,110,0,0,0,0,0,0,0,0,0,0
1,108,111,99,97,108,105,122,225,98,97,109,111,115,0,0,0,0,0,0,0
1,105,109,97,103,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,115,101,241,97,108,105,122,97,114,0,0,0,0,0,0,0,0,0,0,0
1,101,109,112,101,108,108,101,114,237,97,115,0,0,0,0,0,0,0,0,0
1,97,98,111,103,97,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,101,99,97,110,116,225,110,100,111,115,101,0,0,0,0,0,0,0,0
1,118,101,114,98,97,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,104,111,115,112,101,100,233,105,115,0,0,0,0,0,0,0,0,0,0,0
1,99,111,109,112,117,116,97,114,225,110,0,0,0,0,0,0,0,0,0,0
1,112,97,114,97,98,243,108,105,99,97,0,0,0,0,0,0,0,0,0,0
1,105,110,118,101,114,116,101,98,114,97,100,111,115,0,0,0,0,0,0,0
1,102,97,118,111,114,101,99,101,115,0,0,0,0,0,0,0,0,0,0,0
1,115,111,99,97,118,97,98,97,105,115,0,0,0,0,0,0,0,0,0,0
1,99,111,110,116,97,99,116,225,98,97,109,111,115,0,0,0,0,0,0,0
1,97,114,114,117,108,108,225,105,115,0,0,0,0,0,0,0,0,0,0,0
1,112,114,101,115,117,112,111,110,237,97,0,0,0,0,0,0,0,0,0,0
1,99,111,110,116,101,109,112,108,225,114,97,109,111,115,0,0,0,0,0,0
1,99,111,100,101,97,110,100,111,0,0,0,0,0,0,0,0,0,0,0,0
1,114,101,112,116,97,114,225,0,0,0,0,0,0,0,0,0,0,0,0,0
1,118,101,114,115,105,102,105,99,97,114,237,97,109,111,115,0,0,0,0,0
1,105,110,99,97,112,97,99,105,116,97,98,97,105,115,0,0,0,0,0,0
1,99,111,108,101,103,237,97,110,0,0,0,0,0,0,0,0,0,0,0,0
1,101,115,109,101,114,105,108,97,114,237,97,0,0,0,0,0,0,0,0,0
1,97,108,101,114,116,97,109,101,110,116,101,0,0,0,0,0,0,0,0,0
1,105,110,116,105,109,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,97,110,103,117,115,116,105,97,100,111,0,0,0,0,0,0,0,0,0,0
1,97,102,101,114,114,97,114,237,97,0,0,0,0,0,0,0,0,0,0,0
1,112,114,111,98,97,98,105,108,105,100,97,100,101,115,0,0,0,0,0,0
1,97,98,114,111,99,104,97,114,237,97,105,115,0,0,0,0,0,0,0,0
1,98,111,108,101,97,114,97,115,0,0,0,0,0,0,0,0,0,0,0,0
1,100,101,115,112,101,114,100,105,99,105,97,114,111,110,0,0,0,0,0,0
1,115,111,115,108,97,121,97,114,237,97,115,0,0,0,0,0,0,0,0,0
1,102,97,109,105,108,105,97,114,105,99,233,0,0,0,0,0,0,0,0,0
1,100,101,115,99,111,109,112,111,110,237,97,109,111,115,0,0,0,0,0,0
1,101,120,112,108,111,114,101,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,225,110,100,105,100,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1,98,114,97,99,101,97,114,237,97,105,115,0,0,0,0,0,0,0,0,0
1,99,104,97,114,108,97,114,237,97,0,0,0,0,0,0,0,0,0,0,0
1,112,114,101,103,117,110,116,97,114,97,115,0,0,0,0,0,0,0,0,0
1,101,110,99,101,114,97,114,233,0,0,0,0,0,0,0,0,0,0,0,0
1,99,111,114,118,225,98,97,109,111,115,0,0,0,0,0,0,0,0,0,0
1,97,122,111,103,117,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0
1,114,101,115,97,108,116,101,115,0,0,0,0,0,0,0,0,0,0,0,0
1,115,105,109,112,97,116,105,122,97,115,116,101,105,115,0,0,0,0,0,0
1,97,106,97,114,100,105,110,233,105,115,0,0,0,0,0,0,0,0,0,0
1,99,97,98,101,122,97,122,111,115,0,0,0,0,0,0,0,0,0,0,0
1,102,114,97,99,97,115,97,114,225,115,0,0,0,0,0,0,0,0,0,0
1,101,110,115,101,241,97,114,237,97,109,111,115,0,0,0,0,0,0,0,0
1,99,97,109,98,105,97,98,97,110,0,0,0,0,0,0,0,0,0,0,0
1,102,111,114,109,117,108,97,114,225,0,0,0,0,0,0,0,0,0,0,0
1,97,117,100,105,116,111,114,105,117,109,0,0,0,0,0,0,0,0,0,0
1,114,101,116,114,97,99,116,97,114,97,115,0,0,0,0,0,0,0,0,0
1,114,101,99,111,110,102,111,114,116,97,114,225,110,0,0,0,0,0,0,0
1,109,117,241,101,99,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,97,99,111,102,243,110,105,99,97,109,101,110,116,101,0,0,0,0,0
1,115,111,102,114,237,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0
1,115,97,113,117,101,97,100,111,114,0,0,0,0,0,0,0,0,0,0,0
1,100,105,114,105,109,105,101,114,97,115,0,0,0,0,0,0,0,0,0,0
1,101,110,102,117,114,101,99,101,114,237,97,110,0,0,0,0,0,0,0,0
1,112,111,116,114,101,114,111,115,0,0,0,0,0,0,0,0,0,0,0,0
1,102,108,111,114,105,115,116,97,115,0,0,0,0,0,0,0,0,0,0,0
1,115,117,112,111,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,114,101,103,101,110,101,114,97,116,105,118,97,115,0,0,0,0,0,0,0
1,112,111,115,102,101,99,104,97,114,101,109,111,115,0,0,0,0,0,0,0
1,100,101,115,111,114,103,97,110,105,122,97,98,97,105,115,0,0,0,0,0
1,115,117,105,99,237,100,101,110,115,101,0,0,0,0,0,0,0,0,0,0
1,101,110,103,97,115,116,97,114,225,115,0,0,0,0,0,0,0,0,0,0
1,97,117,108,108,225,105,115,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102,111,116,243,103,114,97,102,97,115,0,0,0,0,0,0,0,0,0,0
1,100,101,103,101,110,101,114,97,114,233,0,0,0,0,0,0,0,0,0,0
1,100,101,115,100,111,114,97,114,233,105,115,0,0,0,0,0,0,0,0,0
1,105,110,117,110,100,97,114,97,110,0,0,0,0,0,0,0,0,0,0,0
1,109,111,118,105,101,114,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101,120,99,114,101,109,101,110,116,111,115,0,0,0,0,0,0,0,0,0
1,114,97,101,114,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,97,99,111,108,99,104,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1,97,110,116,105,109,105,108,105,116,97,114,105,115,109,111,0,0,0,0,0
1,97,116,105,114,97,110,116,97,115,116,101,0,0,0,0,0,0,0,0,0
1,112,97,116,114,117,108,108,97,100,111,0,0,0,0,0,0,0,0,0,0
1,115,113,117,97,115,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,105,110,116,114,105,103,97,110,116,101,109,101,110,116,101,0,0,0,0,0
1,114,101,118,101,114,98,101,114,101,109,111,115,0,0,0,0,0,0,0,0
1,112,101,108,105,114,114,111,106,97,109,101,110,116,101,0,0,0,0,0,0
1,101,109,117,108,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109,101,99,97,110,105,122,97,114,0,0,0,0,0,0,0,0,0,0,0
1,99,111,110,115,105,103,110,97,116,97,114,105,97,115,0,0,0,0,0,0
1,103,117,97,100,97,241,101,115,0,0,0,0,0,0,0,0,0,0,0,0
1,97,108,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,101,115,97,104,117,99,105,97,114,233,0,0,0,0,0,0,0,0,0
1,99,97,116,97,112,117,108,116,97,114,97,105,115,0,0,0,0,0,0,0
1,115,117,98,121,97,99,237,97,105,115,0,0,0,0,0,0,0,0,0,0
1,114,101,97,99,116,105,118,97,114,237,97,0,0,0,0,0,0,0,0,0
1,112,117,98,108,105,99,225,114,97,109,111,115,0,0,0,0,0,0,0,0
1,115,117,112,101,114,102,105,110,111,115,0,0,0,0,0,0,0,0,0,0
1,105,100,101,97,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,115,97,108,97,98,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,101,115,101,109,112,101,100,114,97,114,237,97,105,115,0,0,0,0,0
1,105,110,115,105,110,117,97,115,116,101,105,115,0,0,0,0,0,0,0,0
1,100,101,115,99,111,110,111,122,99,97,115,0,0,0,0,0,0,0,0,0
1,112,101,110,101,116,114,97,114,97,110,0,0,0,0,0,0,0,0,0,0
1,99,111,109,97,100,114,101,97,115,0,0,0,0,0,0,0,0,0,0,0
1,112,117,115,105,101,114,111,110,0,0,0,0,0,0,0,0,0,0,0,0
1,108,117,99,117,98,114,97,115,116,101,0,0,0,0,0,0,0,0,0,0
1,101,110,99,111,114,100,101,108,233,105,115,0,0,0,0,0,0,0,0,0
1,114,101,104,117,115,97,114,225,115,0,0,0,0,0,0,0,0,0,0,0
1,112,114,111,118,105,115,111,114,105,111,0,0,0,0,0,0,0,0,0,0
1,116,97,112,105,97,114,225,115,0,0,0,0,0,0,0,0,0,0,0,0
1,112,101,114,100,117,114,97,114,233,0,0,0,0,0,0,0,0,0,0,0
1,114,101,115,116,114,101,103,225,114,97,109,111,115,0,0,0,0,0,0,0
1,114,101,110,97,99,101,114,237,97,110,0,0,0,0,0,0,0,0,0,0
1,100,101,115,99,97,115,99,97,114,97,110,0,0,0,0,0,0,0,0,0
1,115,105,115,101,97,110,100,111,0,0,0,0,0,0,0,0,0,0,0,0
1,105,110,99,111,109,117,110,105,99,97,114,237,97,109,111,115,0,0,0,0
1,100,101,115,108,105,110,100,97,98,97,110,0,0,0,0,0,0,0,0,0
1,111,114,103,97,110,100,237,0,0,0,0,0,0,0,0,0,0,0,0,0
1,97,110,116,105,225,108,103,105,99,111,0,0,0,0,0,0,0,0,0,0
1,100,101,115,99,111,109,112,111,110,100,114,225,115,0,0,0,0,0,0,0
1,97,106,117,115,116,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,112,114,101,118,97,114,105,99,97,98,97,0,0,0,0,0,0,0,0,0
1,114,101,102,101,114,101,110,99,105,97,114,97,110,0,0,0,0,0,0,0
1,118,97,108,101,110,116,243,110,0,0,0,0,0,0,0,0,0,0,0,0
1,97,108,105,110,101,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0
1,114,101,109,101,109,111,114,101,115,0,0,0,0,0,0,0,0,0,0,0
1,116,114,97,115,104,117,109,101,115,0,0,0,0,0,0,0,0,0,0,0
1,101,110,106,117,97,103,97,114,97,115,0,0,0,0,0,0,0,0,0,0
1,101,115,116,117,99,97,114,97,115,0,0,0,0,0,0,0,0,0,0,0
1,98,101,115,117,113,117,101,97,114,97,110,0,0,0,0,0,0,0,0,0
1,118,101,100,97,98,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109,117,115,105,116,97,98,97,115,0,0,0,0,0,0,0,0,0,0,0
1,99,111,109,112,101,116,101,110,99,105,97,115,0,0,0,0,0,0,0,0
1,100,105,115,99,105,112,108,105,110,243,0,0,0,0,0,0,0,0,0,0
1,104,111,110,114,101,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,97,114,99,97,106,101,115,0,0,0,0,0,0,0,0,0,0,0,0
1,101,109,98,108,97,110,113,117,101,99,101,114,237,97,115,0,0,0,0,0
1,99,101,108,100,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,101,115,103,114,97,110,97,114,233,105,115,0,0,0,0,0,0,0,0
1,112,114,101,115,101,108,101,99,116,105,118,97,115,0,0,0,0,0,0,0
1,99,111,110,102,114,97,116,101,114,110,105,122,97,100,0,0,0,0,0,0
1,101,110,103,111,109,97,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1,97,108,102,101,241,105,99,97,114,237,97,0,0,0,0,0,0,0,0,0
1,100,105,111,100,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,111,100,105,115,101,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0
1,118,111,108,116,101,114,101,116,97,0,0,0,0,0,0,0,0,0,0,0
1,98,97,108,98,117,99,101,97,98,97,0,0,0,0,0,0,0,0,0,0
1,114,101,99,97,116,101,109,111,115,0,0,0,0,0,0,0,0,0,0,0
1,97,101,114,111,110,97,118,97,108,0,0,0,0,0,0,0,0,0,0,0
1,101,120,117,100,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,114,101,103,117,108,97,114,97,115,0,0,0,0,0,0,0,0,0,0,0
1,115,111,108,97,122,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,111,108,105,103,225,114,113,117,105,99,111,115,0,0,0,0,0,0,0,0
1,118,105,116,114,105,102,105,99,97,114,101,109,111,115,0,0,0,0,0,0
1,97,116,101,110,103,97,110,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,117,97,106,97,114,225,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,117,99,104,105,108,108,97,100,97,115,0,0,0,0,0,0,0,0,0
1,105,110,116,101,114,99,101,100,101,114,237,97,115,0,0,0,0,0,0,0
1,101,115,99,97,112,97,114,97,116,101,115,0,0,0,0,0,0,0,0,0
1,116,101,110,115,97,114,237,97,105,115,0,0,0,0,0,0,0,0,0,0
1,97,100,115,99,114,105,98,105,114,0,0,0,0,0,0,0,0,0,0,0
1,108,117,98,114,105,102,105,99,97,114,225,0,0,0,0,0,0,0,0,0
1,99,111,110,102,101,114,101,110,99,105,97,98,97,110,0,0,0,0,0,0
1,100,101,118,101,110,237,97,110,0,0,0,0,0,0,0,0,0,0,0,0
1,99,114,101,121,101,114,111,110,0,0,0,0,0,0,0,0,0,0,0,0
1,97,110,116,101,112,111,110,103,97,0,0,0,0,0,0,0,0,0,0,0
1,101,115,116,114,101,109,101,122,99,111,0,0,0,0,0,0,0,0,0,0
1,105,109,112,101,114,105,111,115,97,109,101,110,116,101,0,0,0,0,0,0
1,100,101,115,97,99,116,105,118,101,109,111,115,0,0,0,0,0,0,0,0
1,116,105,112,108,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101,115,112,97,99,105,225,105,115,0,0,0,0,0,0,0,0,0,0,0
1,114,101,102,105,110,97,110,99,105,97,114,237,97,110,0,0,0,0,0,0
1,116,101,99,108,101,97,100,111,0,0,0,0,0,0,0,0,0,0,0,0
1,105,110,116,101,114,99,97,109,98,105,97,110,0,0,0,0,0,0,0,0
1,100,101,115,108,105,99,101,115,0,0,0,0,0,0,0,0,0,0,0,0
1,116,101,114,97,112,105,97,115,0,0,0,0,0,0,0,0,0,0,0,0
1,100,101,115,97,108,113,117,105,108,97,109,111,115,0,0,0,0,0,0,0
1,102,117,110,100,97,114,225,110,0,0,0,0,0,0,0,0,0,0,0,0
1,97,108,99,97,104,117,101,116,101,97,114,237,97,0,0,0,0,0,0,0
1,97,98,101,108,108,97,99,97,100,97,0,0,0,0,0,0,0,0,0,0
1,99,101,110,116,105,103,114,97,109,111,115,0,0,0,0,0,0,0,0,0
1,112,114,117,100,101,110,99,105,111,0,0,0,0,0,0,0,0,0,0,0
1,99,97,118,105,108,97,114,225,0,0,0,0,0,0,0,0,0,0,0,0
1,101,115,116,105,109,97,110,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101,110,99,97,114,110,105,122,97,114,97,115,0,0,0,0,0,0,0,0
1,105,110,116,101,114,114,111,103,117,101,115,0,0,0,0,0,0,0,0,0
1,111,114,103,97,110,105,108,108,111,115,0,0,0,0,0,0,0,0,0,0
1,114,101,105,110,115,101,114,116,97,110,100,111,0,0,0,0,0,0,0,0
1,112,114,105,109,111,114,111,115,111,115,0,0,0,0,0,0,0,0,0,0
1,102,117,110,100,233,105,115,0,0,0,0,0,0,0,0,0,0,0,0,0
1,114,101,116,111,114,110,243,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109,101,110,111,115,99,97,98,97,109,111,115,0,0,0,0,0,0,0,0
1,105,110,116,101,114,114,111,103,97,114,225,110,0,0,0,0,0,0,0,0
1,97,109,101,100,114,101,110,116,97,114,237,97,105,115,0,0,0,0,0,0
1,118,105,111,108,101,110,116,97,114,233,0,0,0,0,0,0,0,0,0,0
1,99,111,108,97,99,105,111,110,97,115,0,0,0,0,0,0,0,0,0,0
1,99,97,117,99,105,111,110,97,114,111,110,0,0,0,0,0,0,0,0,0
1,98,97,105,108,111,116,101,97,98,97,105,115,0,0,0,0,0,0,0,0
1,116,114,97,105,103,97,115,0,0,0,0,0,0,0,0,0,0,0,0,0
1,97,117,115,99,117,108,116,97,110,0,0,0,0,0,0,0,0,0,0,0
1,101,110,106,97,109,98,114,101,0,0,0,0,0,0,0,0,0,0,0,0
1,115,111,98,114,101,115,97,108,116,233,105,115,0,0,0,0,0,0,0,0
1,97,98,115,105,100,105,111,108,111,115,0,0,0,0,0,0,0,0,0,0
1,105,110,100,105,99,105,111,115,0,0,0,0,0,0,0,0,0,0,0,0
1,116,114,105,110,99,104,111,0,0,0,0,0,0,0,0,0,0,0,0,0
1,115,105,116,105,97,115,116,101,105,115,0,0,0,0,0,0,0,0,0,0
1,97,108,109,111,104,97,122,97,114,237,97,109,111,115,0,0,0,0,0,0
1,109,97,114,116,105,114,105,122,97,114,237,97,105,115,0,0,0,0,0,0
1,100,101,115,99,111,108,111,113,117,101,109,111,115,0,0,0,0,0,0,0
1,101,120,99,101,112,116,117,97,100,111,0,0,0,0,0,0,0,0,0,0
1,115,250,109,101,116,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,99,97,114,98,117,114,97,99,105,111,110,101,115,0,0,0,0,0,0,0
1,99,97,108,105,101,110,116,97,112,105,101,115,101,115,0,0,0,0,0,0
1,101,115,116,97,110,99,97,114,101,109,111,115,0,0,0,0,0,0,0,0
1,100,237,112,116,101,114,111,115,0,0,0,0,0,0,0,0,0,0,0,0
1,101,115,113,117,105,118,101,109,111,115,0,0,0,0,0,0,0,0,0,0
1,118,105,114,103,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,101,115,99,117,97,114,116,105,122,97,114,233,105,115,0,0,0,0,0
1,99,111,115,101,99,104,97,100,111,0,0,0,0,0,0,0,0,0,0,0
1,109,105,110,97,114,101,116,101,115,0,0,0,0,0,0,0,0,0,0,0
1,97,118,105,110,97,103,114,97,0,0,0,0,0,0,0,0,0,0,0,0
1,111,98,108,105,103,97,98,97,115,0,0,0,0,0,0,0,0,0,0,0
1,97,108,112,105,110,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,112,97,116,101,97,114,97,110,0,0,0,0,0,0,0,0,0,0,0,0
1,101,115,112,97,99,105,97,109,111,115,0,0,0,0,0,0,0,0,0,0
1,101,110,109,97,115,105,108,108,97,100,0,0,0,0,0,0,0,0,0,0
1,101,120,99,108,97,109,101,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101,108,97,98,111,114,97,100,111,114,97,115,0,0,0,0,0,0,0,0
1,97,99,97,98,97,108,108,111,110,225,98,97,109,111,115,0,0,0,0,0
1,114,101,102,117,110,100,105,114,237,97,109,111,115,0,0,0,0,0,0,0
1,112,233,112,116,105,99,111,115,0,0,0,0,0,0,0,0,0,0,0,0
1,99,117,97,114,116,101,97,98,97,110,0,0,0,0,0,0,0,0,0,0
1,99,111,108,111,110,105,122,97,110,0,0,0,0,0,0,0,0,0,0,0
1,100,105,115,99,117,108,112,97,114,97,0,0,0,0,0,0,0,0,0,0
1,114,101,108,108,101,110,97,109,111,115,0,0,0,0,0,0,0,0,0,0
1,101,106,101,99,117,116,97,98,108,101,0,0,0,0,0,0,0,0,0,0
1,101,115,99,97,110,100,97,108,105,122,97,110,100,111,0,0,0,0,0,0
1,100,101,115,112,108,111,109,97,114,101,109,111,115,0,0,0,0,0,0,0
1,100,101,110,111,115,116,101,109,111,115,0,0,0,0,0,0,0,0,0,0
1,102,117,108,103,117,114,97,114,97,0,0,0,0,0,0,0,0,0,0,0
1,98,105,101,110,113,117,101,114,105,101,114,97,115,0,0,0,0,0,0,0
1,112,114,101,99,97,118,101,114,237,97,110,0,0,0,0,0,0,0,0,0
1,97,109,112,117,116,97,99,105,243,110,0,0,0,0,0,0,0,0,0,0
1,98,111,109,98,97,99,104,111,115,0,0,0,0,0,0,0,0,0,0,0
1,97,110,104,101,108,97,114,237,97,110,0,0,0,0,0,0,0,0,0,0
1,99,117,109,112,108,105,109,101,110,116,243,0,0,0,0,0,0,0,0,0
1,100,101,109,111,100,117,108,97,0,0,0,0,0,0,0,0,0,0,0,0
1,122,97,110,113,117,101,97,114,97,0,0,0,0,0,0,0,0,0,0,0
1,101,110,116,117,109,101,99,105,109,111,115,0,0,0,0,0,0,0,0,0
1,111,114,110,97,109,101,110,116,97,114,225,110,0,0,0,0,0,0,0,0
1,105,110,111,112,105,110,97,100,111,0,0,0,0,0,0,0,0,0,0,0
1,114,101,109,101,100,225,98,97,109,111,115,0,0,0,0,0,0,0,0,0
1,115,97,98,111,116,101,97,100,111,114,97,0,0,0,0,0,0,0,0,0
1,105,110,109,105,115,99,117,237,97,0,0,0,0,0,0,0,0,0,0,0
1,114,101,115,101,99,97,114,237,97,110,0,0,0,0,0,0,0,0,0,0
1,99,111,110,109,111,99,105,111,110,233,0,0,0,0,0,0,0,0,0,0
1,102,117,108,109,105,110,97,100,0,0,0,0,0,0,0,0,0,0,0,0
1,101,115,116,97,102,97,100,111,114,97,115,0,0,0,0,0,0,0,0,0
1,97,98,117,115,97,114,233,105,115,0,0,0,0,0,0,0,0,0,0,0
1,108,97,116,105,233,114,97,109,111,115,0,0,0,0,0,0,0,0,0,0
1,101,120,116,101,114,110,97,0,0,0,0,0,0,0,0,0,0,0,0,0
1,109,243,114,98,105,100,97,115,0,0,0,0,0,0,0,0,0,0,0,0
1,99,111,110,115,117,101,108,97,0,0,0,0,0,0,0,0,0,0,0,0
1,105,110,115,105,110,117,97,109,111,115,0,0,0,0,0,0,0,0,0,0
1,100,114,105,98,108,97,115,116,101,0,0,0,0,0,0,0,0,0,0,0
1,101,109,117,108,97,114,237,97,0,0,0,0,0,0,0,0,0,0,0,0
1,97,112,97,98,117,108,108,101,0,0,0,0,0,0,0,0,0,0,0,0
1,118,105,116,117,112,101,114,97,115,116,101,105,115,0,0,0,0,0,0,0
1,109,97,108,118,105,118,105,243,0,0,0,0,0,0,0,0,0,0,0,0
1,100,101,115,97,112,114,111,98,97,98,97,115,0,0,0,0,0,0,0,0
1,111,120,105,103,101,110,97,98,97,110,0,0,0,0,0,0,0,0,0,0
1,111,120,105,100,97,114,225,110,0,0,0,0,0,0,0,0,0,0,0,0
1,114,101,100,117,110,100,97,115,0,0,0,0,0,0,0,0,0,0,0,0
1,101,110,99,105,110,116,97,115,0,0,0,0,0,0,0,0,0,0,0,0
1,115,101,99,117,101,115,116,114,97,109,111,115,0,0,0,0,0,0,0,0
